pubid,gsid,univ
8871120489068475951,qBHsQ04AAAAJ,University of Oregon
8871524501939037604,wpGg2O4AAAAJ,Binghamton University
8872322799594633197,ex9BQiIAAAAJ,Cornell University
8872795182415576105,puTV6X0AAAAJ,Boston College
8873786469126835376,Yk5RpxoAAAAJ,University of Utah
8873805865857187923,e3_l6fwAAAAJ,University of Central Florida
8874211088339285420,5cS1i-UAAAAJ,Northwestern University
8874254013137765543,H4rKFc8AAAAJ,George Mason University
8874417129457000216,BCxFU0EAAAAJ,University of Iowa
8874454367481960436,xJHYjG4AAAAJ,Portland State University
8875043318460432309,jj0Evx0AAAAJ,Columbia University
8875129404953494600,MnnERiQAAAAJ,Harvard University
8875240141388087505,SEDPkrsAAAAJ,Carnegie Mellon University
8876394211091005404,aNRlTa8AAAAJ,University of California - Davis
8876444344736035084,LWlN_BUAAAAJ,Carnegie Mellon University
8876490259623092927,ICOWtt0AAAAJ,Worcester Polytechnic Institute
8876561166626360210,06ldpDMAAAAJ,Dartmouth College
8876561166626360210,ETFTMZMAAAAJ,University of South Carolina
8876561166626360210,KjfpioYAAAAJ,University of South Carolina
8876945898292692216,L5B7RAMAAAAJ,Northern Arizona University
8876950589490880458,2Dz330cAAAAJ,Michigan State University
8877081196570587917,qcUhJIcAAAAJ,Univ. of Illinois at Urbana-Champaign
887724743699097101,4OvOdSgAAAAJ,California Institute of Technology
8877551345165366575,o75yGRIAAAAJ,University of Michigan
8877731441994624806,GwirM_8AAAAJ,Florida State University
887778319004976015,ZYc-LuMAAAAJ,University of Massachusetts Amherst
8878229718040537883,uG-wAt0AAAAJ,University of Nevada
8878846621376471154,g-_ZXGsAAAAJ,Michigan State University
8879501630612475751,HWSuYAEAAAAJ,North Carolina State University
8880304073450672603,uL470LwAAAAJ,Rutgers University
8880304075263817358,UFiuFf8AAAAJ,University of Utah
8880423326500647857,rxKWd1cAAAAJ,University of Texas at Arlington
8880543314564424489,ncxi_G4AAAAJ,University of Pennsylvania
8880615736697202838,nLuHfy4AAAAJ,University of California - Santa Barbara
8880755462118714262,84U09_IAAAAJ,University of Louisville
8880906322115076498,3B2c31wAAAAJ,Univ. of Illinois at Urbana-Champaign
8880906322115076498,5H0arvkAAAAJ,Univ. of Illinois at Urbana-Champaign
8881522765661416733,9Ee76gwAAAAJ,University of Chicago
888220309244423944,aOO2tOwAAAAJ,University at Buffalo
888220309244423944,Bi8bhC0AAAAJ,University at Buffalo
888220309244423944,SsRxrX4AAAAJ,University at Buffalo
8882300724361234869,HvNdFJcAAAAJ,University of Connecticut
8882528078067722301,wOYUPpwAAAAJ,University of California - Irvine
8882628845946980294,cNLW5O4AAAAJ,Rice University
8882740300583790218,qNznu3kAAAAJ,North Carolina State University
8882740300583790218,zezL27wAAAAJ,Rochester Institute of Technology
8885672287252504727,yl3L07sAAAAJ,Arizona State University
8885989799078388235,YrihYtsAAAAJ,University of Washington
888644109092667339,_TU9kGYAAAAJ,Boston University
8886608201612396681,1hLMcNsAAAAJ,University of California - Los Angeles
8886608201612396681,O0W9jEQAAAAJ,University of Wisconsin - Madison
888733178633851509,vMSSQbAAAAAJ,Indiana University
8887358365125899424,8iQk0DIAAAAJ,University of Pennsylvania
8887358365125899424,kLUQrrYAAAAJ,University of Pennsylvania
8887358365125899424,t0ZfFH8AAAAJ,University of Washington
888736235045689527,dgBh0UMAAAAJ,Cornell University
8887641793848380406,sQ8u6h4AAAAJ,Northeastern University
8887652149523112732,Xnc5WPwAAAAJ,North Carolina State University
8888343108119622575,qnwjcfAAAAAJ,University of Texas at Austin
8888410694230954813,7anf7aEAAAAJ,University of Notre Dame
8889168437911947296,FW-0thoAAAAJ,University of Illinois at Chicago
8890493030402839114,XU7ZT5kAAAAJ,College of William and Mary
8890651465655651195,NB2B59cAAAAJ,University of Massachusetts Lowell
8891314412306851682,oQsObk0AAAAJ,Stanford University
8891476203869404069,1ddBSr8AAAAJ,University of California - Davis
8891776367155142710,2kwHHWMAAAAJ,University of Illinois at Chicago
8891946225937053056,kdv2ajAAAAAJ,University of Illinois at Chicago
8891946225937053056,ZvYwdsUAAAAJ,DePaul University
8892718911317248359,fmsV6nEAAAAJ,University of Pennsylvania
8892718911317248359,kWnv_YkAAAAJ,University of Pennsylvania
8892903593255124080,1SIKS28AAAAJ,Georgia State University
8893814539733880622,oUwEYt4AAAAJ,University of Nevada Las Vegas
889391300182990037,8cxDHS4AAAAJ,Massachusetts Institute of Technology
8895541262774589820,CyGvFJkAAAAJ,Indiana University
8896049920548966373,OfYf-DMAAAAJ,University of Colorado Boulder
8896324564390147123,EaaOeJwAAAAJ,Univ. of Illinois at Urbana-Champaign
8896545195965508335,uUXCSMkAAAAJ,Georgetown University
8896898858261666622,3cozMf4AAAAJ,Georgetown University
8896898858261666622,pxc_-XYAAAAJ,University of Colorado Boulder
8896978100215881924,0QFPg3oAAAAJ,University of South Florida
8897039842983055120,h9t7KCcAAAAJ,University of California - Irvine
8897398828419073408,cYReSuEAAAAJ,University of Chicago
8897512060656196641,qC7oNRUAAAAJ,Washington University in St. Louis
8897644610356191936,aC5315UAAAAJ,Carnegie Mellon University
8900640681459788468,hh8iwxoAAAAJ,University of California - Riverside
8900860987225488517,0GHjBSUAAAAJ,University of Cincinnati
8901247915608071318,zoBZ_FMAAAAJ,Ohio State University
8901306923872251440,uqLD3qYAAAAJ,University at Buffalo
8901308612289202267,Q1xQdWUAAAAJ,University of North Texas
8902496064831948187,my6AUyAAAAAJ,University of Southern California
8902591205546958123,ZCmYP5cAAAAJ,Carnegie Mellon University
8903071274643006996,7wXWIdUAAAAJ,University of Connecticut
8903644715185738278,NB2B59cAAAAJ,University of Massachusetts Lowell
8904497363487969060,hh8iwxoAAAAJ,University of California - Riverside
8904843923876418840,fez4ulcAAAAJ,University of Maryland - College Park
8905089801625763933,E1cp_aYAAAAJ,Carnegie Mellon University
8905203966120455963,NHZdlVkAAAAJ,Vanderbilt University
8905782867472428537,D6ptFeMAAAAJ,University of California - Davis
8906087414396248056,Tj-vav8AAAAJ,University of Michigan
8907133344528141179,ao_EFbUAAAAJ,University of Michigan
8907164279167877405,MEeYxLMAAAAJ,Stanford University
8907505550676417609,2vQRGrYAAAAJ,Massachusetts Institute of Technology
8907505550676417609,thZJZaYAAAAJ,University of Washington
8907729589790301411,DGxl9iUAAAAJ,Wayne State University
8907890787027833193,8sqAOOoAAAAJ,University of Massachusetts Lowell
8908023253511951973,9UERvVEAAAAJ,Brown University
8909118298127745282,1jjyaBYAAAAJ,Georgia Institute of Technology
8910218054972002901,CgItEbQAAAAJ,Stanford University
8910218054972002901,umFQktIAAAAJ,Massachusetts Institute of Technology
891028581695290097,MA8rI0MAAAAJ,University of California - San Diego
8910453775461067569,ygiY7C8AAAAJ,Carnegie Mellon University
8910453775461067569,ZG4V_jYAAAAJ,Stony Brook University
8911122350121698073,dok0514AAAAJ,University of Notre Dame
8911222355605387694,DRvJPxcAAAAJ,Boston University
8911735171210090224,-YOtPcIAAAAJ,University of Colorado Boulder
8911961040576610247,DPxLTGgAAAAJ,University of Washington
8913340725475367175,IeqjwlIAAAAJ,Cornell University
8913840170827425429,VpfWvTUAAAAJ,Washington State University
8915960280975339494,_KNDS-kZ-nIJ,Cornell University
8916828808936985542,otmdDLoAAAAJ,University of Washington
8917185507151877442,qDjyCz8AAAAJ,Northeastern University
8917488147200558276,F4tTgLQAAAAJ,Arizona State University
8917488147200558276,yKYRdd0AAAAJ,Florida International University
8917758901020927487,bYI7VMwAAAAJ,Pennsylvania State University
8918152971769192976,i6ePuTMAAAAJ,Georgia State University
8919250511810293495,iQV2L2IAAAAJ,University of Michigan
8919447046143871382,71BFWc0AAAAJ,University of Maryland - College Park
8919448042557603859,Av4MFGAAAAAJ,Stony Brook University
8919448899423881201,AhRGIcwAAAAJ,University of California - Riverside
891995045315009052,71RtIxoAAAAJ,Virginia Tech
8920283747376407614,PXCKvVgAAAAJ,University of Tennessee
8920365391199315256,4Hywr5UAAAAJ,Indiana University
8920876554647800563,ReEG0FwAAAAJ,West Virginia University
8921520659347506285,Q3FvLzUAAAAJ,University of Iowa
8921735953597132452,HHialjcAAAAJ,Ohio State University
8922330633111740342,xNs4D2QAAAAJ,Michigan State University
892260465396865807,58Yv3zUAAAAJ,NJIT
8923684999217295793,Q1QxnqoAAAAJ,Texas A&M University
8923748309187972397,_LsUHeoAAAAJ,University of Rochester
8923788216425744087,mE0JBT0AAAAJ,CUNY
8923994447169525441,2GH5rWkAAAAJ,Florida State University
8924216084183458541,Wh-qjBsAAAAJ,University of Utah
89247133676996544,FgpHWKYAAAAJ,University of Texas at Dallas
8924825502362816621,DI23xwMAAAAJ,Texas A&M University
8925103470550294242,lGsfTIsAAAAJ,University of Minnesota
8925884610205529142,3hy76zkAAAAJ,University of Illinois at Chicago
8927939105227972548,rBVA5tcAAAAJ,University of Massachusetts Amherst
8928317001626632232,X3JCGVIAAAAJ,Stony Brook University
8928702593036416028,pFRPgsIAAAAJ,University of Texas at Dallas
8928954123030083592,CXAN0i0AAAAJ,Oregon State University
8928954123030083592,rnDD_oEAAAAJ,Oregon State University
8929072439245106976,HHialjcAAAAJ,Ohio State University
8929108733253934130,71RQt3sAAAAJ,Yale University
8929256984361882932,k6xVb1QAAAAJ,Rochester Institute of Technology
892995522166470660,2X6fAZgAAAAJ,University of Minnesota
8931802725506809210,PZIdxNgAAAAJ,University of Kansas
8932211254051283512,gq8-LJ8AAAAJ,University of New Orleans
8932631366689045085,2wJaIkEAAAAJ,University of Pennsylvania
8933005270859927741,AEh2T1IAAAAJ,University of Massachusetts Amherst
8933383939950739484,Li0F9VAAAAAJ,Syracuse University
8934675044475651242,AmJ8iWcAAAAJ,University of California - Irvine
8934894373061388898,S1szbyAAAAAJ,Arizona State University
893537949901555444,p0rj1lEAAAAJ,University of Colorado Boulder
8935415689468485882,bqkhX54AAAAJ,Purdue University
8935777503181665283,3qJQjIYAAAAJ,Univ. of Illinois at Urbana-Champaign
8935957446925898572,Q-UHlQ0AAAAJ,University of Nebraska
8936705612600045,ZYc-LuMAAAAJ,University of Massachusetts Amherst
8936863388992957912,BF39lMQAAAAJ,Carnegie Mellon University
8938005897948284393,D6fp6_cAAAAJ,University of Texas at Austin
8938678274725322275,P1bHFuoAAAAJ,University of Massachusetts Amherst
8938678274725322275,TciP6mcAAAAJ,University of Massachusetts Amherst
8938927595080467169,CO7nYfIAAAAJ,Northeastern University
8939618810275210499,AHh8JssAAAAJ,Northeastern University
8939618810275210499,VxWLGyoAAAAJ,Northeastern University
8939912433163056499,nfHyDeUAAAAJ,Rutgers University
8939918127794970502,_nyTrU0AAAAJ,University of California - Riverside
8939989298107784092,6K6lvxAAAAAJ,North Carolina State University
8940057791900824000,ghWKWBUAAAAJ,Carnegie Mellon University
8940766248823869466,2ZHGNCUAAAAJ,Stony Brook University
8940986555471152215,nhpEPFgAAAAJ,Northwestern University
8942375376310386422,G5I0JlwAAAAJ,Florida State University
8942617816739792313,jmMI3eUAAAAJ,University of Nevada
8943137074842315368,XM97iScAAAAJ,Georgia Institute of Technology
8943385781437392398,sugWZ6MAAAAJ,Univ. of Illinois at Urbana-Champaign
894342637018030586,8QhYsz8AAAAJ,University of Iowa
8943638871314815459,Y0E0lsgAAAAJ,Northeastern University
8943696296529615036,9UERvVEAAAAJ,Brown University
8943696296529615036,Pd8-ju0AAAAJ,Brown University
894379858975426397,19kNRU0AAAAJ,University of Pennsylvania
894431772454369239,Sx9dTQoAAAAJ,University of New Mexico
8944657518767654670,SGT23RAAAAAJ,Rice University
8945338653577242473,siQDY4gAAAAJ,Northeastern University
8945338653577242473,Vn3L_ioAAAAJ,University of California - Berkeley
8946033979953727132,sQ6l4sMAAAAJ,George Mason University
8946914984871725559,CiPyIk4AAAAJ,Colorado School of Mines
8946992703094370339,Y4J5SOwAAAAJ,University of Minnesota
8947477809266647274,nXBQn7gAAAAJ,Boston University
8947969564307279310,D_JpQnAAAAAJ,Carnegie Mellon University
8948766718253073664,0lcJYs8AAAAJ,Columbia University
8948888374721664661,W_KpAMcAAAAJ,Univ. of Illinois at Urbana-Champaign
8949073543348166542,fKoTRs8AAAAJ,University of Connecticut
8949850526064649841,f8FjAtMAAAAJ,University of California - Los Angeles
8949940473228216479,4_1z8yEAAAAJ,Ohio State University
8949941071481605639,rsGmH38AAAAJ,University of California - Berkeley
895022879530874671,Jd6nw80AAAAJ,Ohio State University
8950885910533833804,CeieiIgAAAAJ,University of California - San Diego
8951478904508385000,twWX2LIAAAAJ,New York University
8951551139695194533,ewrrvq8AAAAJ,Northern Arizona University
8951551139695194533,v7fzzssAAAAJ,Oregon State University
8952416293155581288,qMOS01AAAAAJ,Massachusetts Institute of Technology
8952741805068902807,fsCnri8AAAAJ,IUPUI
8953055953790897239,U9bcQkMAAAAJ,Arizona State University
8953790535129801838,odeKATgAAAAJ,Princeton University
8953912668468445831,_2UkAYEAAAAJ,University of California - Santa Cruz
8953912668468445831,8x0RJd0AAAAJ,North Carolina State University
8953959632530954175,RJhla18AAAAJ,University of California - San Diego
8954048265580676399,wLtmXGQAAAAJ,University of California - Santa Cruz
8954099286835613137,WSN7T_YAAAAJ,Georgia Institute of Technology
8954139812196728385,Vwi6Ya8AAAAJ,Northeastern University
895422516420751823,MlZq4XwAAAAJ,Carnegie Mellon University
8954326797015878662,cpgUf6wAAAAJ,Northeastern University
8955227005939901914,lGsfTIsAAAAJ,University of Minnesota
8955292583591542982,mbnBXEwAAAAJ,University of Massachusetts Lowell
8955402290632459197,Sm14jYIAAAAJ,University of Pennsylvania
8956510161709170911,T8k2etUAAAAJ,Northeastern University
8956724127481479449,rnR3JrYAAAAJ,University of California - Los Angeles
8956724127481479449,SqMUez0AAAAJ,Stanford University
8957274416759958467,sgShf0sAAAAJ,University of South Carolina
8958380281666852698,LnhCGNMAAAAJ,Princeton University
8958615892912029816,qcydYi8AAAAJ,University of Utah
8958692396403667611,YhKZXtcAAAAJ,Florida Atlantic University
8959653992132806830,wToVkEUAAAAJ,Virginia Tech
8959653992132806830,XBj4HWoAAAAJ,University of Texas at San Antonio
8959894692167058032,T_hw6kcAAAAJ,Iowa State University
8960309685768413744,H3wb878AAAAJ,University of California - San Diego
89604706751432364,dtaR0JYAAAAJ,University of Massachusetts Lowell
8960774053448277941,Z9Pfp6UAAAAJ,Georgia Institute of Technology
8961334502277202951,i28fU0MAAAAJ,Stanford University
8961334502277202951,Q_4d9N0AAAAJ,Georgia Institute of Technology
896189402600353642,VFQRIOwAAAAJ,University of Wisconsin - Madison
8962688515543660011,R7eCjGYAAAAJ,University of Southern California
8963016473055147082,1sMNiJIAAAAJ,Temple University
8963830852976583125,-wm8urcAAAAJ,Yale University
8964010575058600917,IXiAPMoAAAAJ,University of Michigan
8964563713628953544,tpoh43QAAAAJ,University of Southern California
8964879399850239038,pUaHHjUAAAAJ,Northeastern University
8965014849246599933,ZtrIYqUAAAAJ,Temple University
8965432235301686641,di_T0vwAAAAJ,Yale University
8965919609366795794,AcTDG6IAAAAJ,University of Minnesota
8967100900102201411,WV7XovQAAAAJ,Washington University in St. Louis
8967653401458813336,a_50FBsAAAAJ,University of California - Los Angeles
8967937158605286094,5wgTi1AAAAAJ,University of Michigan
896852139776288315,YrsoRK0AAAAJ,Drexel University
8969161409380751063,Guzbr0kAAAAJ,North Carolina State University
896930003341148983,wJPGa2IAAAAJ,Indiana University
8969490353250314716,Pl23MTUAAAAJ,Carnegie Mellon University
8969853150304538862,PjCDBjIAAAAJ,Princeton University
8970348829632891797,ivApfKcAAAAJ,Johns Hopkins University
897113248879565058,Ne9-wmAAAAAJ,University of New Mexico
8971618507916173748,-XDU9ZMAAAAJ,University of Colorado Boulder
8971787940348182682,oQsObk0AAAAJ,Stanford University
8971871657407306407,YicUduAAAAAJ,Boise State University
8972165204509793018,70vJVxcAAAAJ,Cornell University
897270423897755278,V1js0MUAAAAJ,University of Notre Dame
8972705000220397536,x_9_NGwAAAAJ,University of Colorado Boulder
8972713377219946854,4Tnj6PcAAAAJ,Duke University
8972862621955848629,QxxseqsAAAAJ,Northwestern University
8972921884468477664,gMQWxE0AAAAJ,University of Florida
8972951335036373474,0rjE8o4AAAAJ,University of Alabama - Birmingham
8973371967772058332,a5nY-pYAAAAJ,University of California - Berkeley
8973459512260218582,MbDzOP0AAAAJ,Northeastern University
8973791124100800827,Q4DTPw4AAAAJ,Carnegie Mellon University
8975070896175555289,Zy1b3UAAAAAJ,University of Illinois at Chicago
8975680652755913791,6z6j91UAAAAJ,Clemson University
8975743858319260233,CjRSS8MAAAAJ,University of Nevada
8975743858319260233,RENxVvAAAAAJ,University of Nevada
8976510020964129983,j67v24EAAAAJ,Pennsylvania State University
8977286222434486292,KIEleCsAAAAJ,Purdue University
8977758934344813945,yXqu6esAAAAJ,Clemson University
8978477846548190171,TGeMLQcAAAAJ,University of Alabama - Birmingham
8978615992815550065,4EPE1s4AAAAJ,University at Buffalo
8979078160814188538,Ay4FZFUAAAAJ,University of California - Berkeley
8979188646458847697,ke2MEF0AAAAJ,University of Southern California
8979188646458847697,lRUi-A8AAAAJ,University of Southern California
8979731500494031324,aS-DrOwAAAAJ,Drexel University
8979890940334780077,Vwx9fo4AAAAJ,Texas A&M University
8980146953273012433,3ALpUOEAAAAJ,Carnegie Mellon University
8980153504682714185,qjzNW6EAAAAJ,University of California - San Diego
8980288561650919381,l3KIq-MAAAAJ,Columbia University
8981431392727300425,4k0lzWwAAAAJ,University of Maryland - College Park
8981431392727300425,H4rKFc8AAAAJ,George Mason University
8981790125167468856,V22Gj30AAAAJ,Univ. of Illinois at Urbana-Champaign
8982274851145124698,JOMYt6gAAAAJ,Carnegie Mellon University
8982281281968037086,xY3zIEAAAAAJ,Georgia Institute of Technology
8982616070656073300,yjFpPkYAAAAJ,Colorado State University
8982760968854514634,NFdG-GMAAAAJ,University of California - San Diego
