Jessica Ouyang,University of Texas at Dallas
J. Garrett Morris,University of Kansas
J. Gregory Morrisett,Cornell University
Jia-Bin Huang,Virginia Tech
Jia Deng,Princeton University
Jia Di,University of Arkansas
Jiajun Wu 0001,Stanford University
Jianbo Shi,University of Pennsylvania
Jianer Chen,Texas A&M University
Jiang Hu,Texas A&M University
Jiang Ming 0002,University of Texas at Arlington
Jiang Yu Zheng,IUPUI
Jian Huang 0006,Univ. of Illinois at Urbana-Champaign
Jian Huang 0007,University of Tennessee
Jianhua Ruan,University of Texas at San Antonio
Jianlin Cheng,University of Missouri
Jian Ma 0004,Carnegie Mellon University
Jian Peng 0001,Univ. of Illinois at Urbana-Champaign
Jian Tang 0008,Syracuse University
Jianting Zhang,CUNY
Jianwei Niu 0001,University of Texas at San Antonio
Jianwen Su,University of California - Santa Barbara
Jian Zhang,Louisiana State University - Baton Rouge
Jia Rao,University of Texas at Arlington
Jiasi Chen,University of California - Riverside
Jiawei Han 0001,Univ. of Illinois at Urbana-Champaign
Jiawei Zhang,Florida State University
Jiayu Zhou,Michigan State University
Jia Zou 0001,Arizona State University
Jidong Xiao,Boise State University
Jiebo Luo,University of Rochester
Jie Fu,Worcester Polytechnic Institute
Jie Gao 0001,Stony Brook University
Jie Gu,Northwestern University
Jiepu Jiang,Virginia Tech
Jie Shen 0005,Stevens Institute of Technology
Jie Wang 0002,University of Massachusetts Lowell
Jie Wei,CUNY
Jie Wu 0001,Temple University
Jie Xiong 0001,University of Massachusetts Amherst
Jie Yang 0003,Florida State University
Jignesh M. Patel,University of Wisconsin - Madison
Jih-Kwon Peir,University of Florida
Jihun Hamm,Tulane University
Jijun Tang,University of South Carolina
Ji Liu 0002,University of Rochester
Jim Alves-Foss,University of Idaho
Jim Davis,Ohio State University
Jimeng Sun,Georgia Institute of Technology
Jim Waldo,Harvard University
Jim X. Chen,George Mason University
Jinbo Bi,University of Connecticut
Jinbo Xu,TTI Chicago
Jingbo Shang,University of California - San Diego
Jing Chen 0001,Stony Brook University
Jing Gao 0004,University at Buffalo
Jing He,Old Dominion University
Jing Hua,Wayne State University
Jingjin Yu,Rutgers University
Jingke Li,Portland State University
Jing Kong,Massachusetts Institute of Technology
Jing Li 0002,Case Western Reserve University
Jing Li 0025,NJIT
Jingrui He,Univ. of Illinois at Urbana-Champaign
Jingtao Wang,University of Pittsburgh
Jing Xiao,UNC - Charlotte
Jing Yang 0001,UNC - Charlotte
Jingyi Yu,University of Delaware
Jingyuan Zhang,The University of Alabama
Jin-Hee Cho,Virginia Tech
Jinho D. Choi,Emory University
Jinhui Xu 0001,University at Buffalo
Jin Tian 0001,Iowa State University
Jinxiang Chai,Texas A&M University
Jin-Yi Cai,University of Wisconsin - Madison
Jishen Zhao,University of California - San Diego
Jisoo Yang,University of Nevada Las Vegas
Jitender S. Deogun,University of Nebraska
Jizhong Xiao,CUNY
J. J. Garcia-Luna-Aceves,University of California - Santa Cruz
J. Jim Zhu,Ohio University
J. Maurice Rojas,Texas A&M University
Joan Feigenbaum,Yale University
Jodi Forlizzi,Carnegie Mellon University
Joe D. Warren,Rice University
Joe Geigel,Rochester Institute of Technology
Joel A. Tropp,California Institute of Technology
Joel H. Saltz,Stony Brook University
Joel I. Seiferas,University of Rochester
John A. Miller,University of Georgia
John A. Stankovic,University of Virginia
John Black,University of Colorado Boulder
John C. Duchi,Stanford University
John C. Hart,Univ. of Illinois at Urbana-Champaign
John C. Lusth,The University of Alabama
John C. Mitchell,Stanford University
John Criswell,University of Rochester
John D. Kececioglu,University of Arizona
John D. Lafferty,Yale University
John E. Hopcroft,Cornell University
John E. Laird,University of Michigan
John E. Savage,Brown University
John F. Canny,University of California - Berkeley
John F. Hughes,Brown University
John Hale,University of Tulsa
John Hannan,Pennsylvania State University
John Hatcliff,Kansas State University
John H. Hartman,University of Arizona
John H. Reif,Duke University
John H. Reppy,University of Chicago
John K. Antonio,University of Oklahoma
John K. Bennett,University of Colorado Boulder
John Kenneth Salisbury Jr.,Stanford University
John Keyser,Texas A&M University
John K. Ousterhout,Stanford University
John Kubiatowicz,University of California - Berkeley
John L. Hennessy,Stanford University
John Lillis,University of Illinois at Chicago
John L. Wyatt,Massachusetts Institute of Technology
John M. Carroll,Pennsylvania State University
John McDonald,DePaul University
John M. Gauch,University of Arkansas
John M. Hollerbach,University of Utah
John M. Mellor-Crummey,Rice University
John N. Tsitsiklis,Massachusetts Institute of Technology
John P. Dickerson,University of Maryland - College Park
John P. Hayes,University of Michigan
John Quarles,University of Texas at San Antonio
John Regehr,University of Utah
John R. Gilbert,University of California - Santa Barbara
John R. Kender,Columbia University
John R. Lange,University of Pittsburgh
John R. Rose,University of South Carolina
John R. Spletzer,Lehigh University
John Tang Boyland,University of Wisconsin - Milwaukee
John T. Stasko,Georgia Institute of Technology
John V. Carlis,University of Minnesota
John V. Guttag,Massachusetts Institute of Technology
John V. Monaco,Naval Postgraduate School
John Wawrzynek,University of California - Berkeley
John W. Byers,Boston University
John Zahorjan,University of Washington
John Zimmerman,Carnegie Mellon University
Jon A. Solworth,University of Illinois at Chicago
Jonathan Aldrich,Carnegie Mellon University
Jonathan Appavoo,Boston University
Jonathan Bell 0001,George Mason University
Jonathan Cook,New Mexico State University
Jonathan E. Cook,New Mexico State University
Jonathan Gemmell,DePaul University
Jonathan I. Maletic,Kent State University
Jonathan Katz,George Mason University
Jonathan Lazar,Towson University
Jonathan Ragan-Kelley,University of California - Berkeley
Jonathan Richard Shewchuk,University of California - Berkeley
Jonathan Turner,Washington University in St. Louis
Jonathan Ullman,Northeastern University
Jonathan Ventura,Univ. of Colorado Colorado Springs
Jonathan Walpole,Portland State University
Jon B. Weissman,University of Minnesota
Jon Doyle,North Carolina State University
Jon Froehlich,University of Washington
Jon M. Kleinberg,Cornell University
Joohyung Lee,Arizona State University
Jordan L. Boyd-Graber,University of Maryland - College Park
Jörg Peters,University of Florida
Jörg Tiedemann,Helsinki University
José A. B. Fortes,University of Florida
José Bento,Boston College
José F. Martínez,Cornell University
José G. Delgado-Frias,Washington State University
Jose M. Carmena,University of California - Berkeley
José Meseguer,Univ. of Illinois at Urbana-Champaign
Joseph A. Konstan,University of Minnesota
Joseph B. Evans,University of Kansas
Joseph David Camp,Southern Methodist University
Joseph Devietti,University of Pennsylvania
Joseph E. Beck,Worcester Polytechnic Institute
Joseph E. Michaelis,University of Illinois at Chicago
Joseph Gonzalez,University of California - Berkeley
Joseph Hummel,University of Illinois at Chicago
Joseph J. LaViola Jr.,University of Central Florida
Joseph J. Lim,University of Southern California
Joseph K. Kearney,University of Iowa
Joseph L. Zachary,University of Utah
Joseph M. Hellerstein,University of California - Berkeley
Joseph Pasquale,University of California - San Diego
Joseph R. Cavallaro,Rice University
Joseph S. Sventek,University of Oregon
Joseph Tassarotti,Boston College
Joseph Y. Halpern,Cornell University
Joseph Y.-T. Leung,NJIT
Josep Torrellas,Univ. of Illinois at Urbana-Champaign
Jose Renau,University of California - Santa Cruz
Josh C. Bongard,University of Vermont
Joshua A. Grochow,University of Colorado Boulder
Joshua A. Levine,University of Arizona
Joshua D. Guttman,Worcester Polytechnic Institute
Joshua Garcia,University of California - Irvine
Joshua McCoy,University of California - Davis
Joshua R. Smith,University of Washington
Joshua San Miguel,University of Wisconsin - Madison
Joshua T. Vogelstein,Johns Hopkins University
Josiah D. Hester,Northwestern University
Joy Arulraj,Georgia Institute of Technology
Joyce C. Ho,Emory University
Joyce Yue Chai,Michigan State University
Joydeep Biswas,University of Texas at Austin
J. Ross Beveridge,Colorado State University
J. S. Marron,University of North Carolina
J Strother Moore,University of Texas at Austin
Juan A. Garay,Texas A&M University
Juan Pablo Hourcade,University of Iowa
Judea Pearl,University of California - Los Angeles
Judith S. Olson,University of California - Irvine
Judy Hoffman,Georgia Institute of Technology
Judy Qiu,Indiana University
Jugal K. Kalita,Univ. of Colorado Colorado Springs
Jules White,Vanderbilt University
Julia Chuzhoy,TTI Chicago
Julia Hirschberg,Columbia University
Julia Hockenmaier,Univ. of Illinois at Urbana-Champaign
Julian J. McAuley,University of California - San Diego
Julian Shun,Massachusetts Institute of Technology
Julie A. Adams,Oregon State University
Julie A. Kientz,University of Washington
Julie A. Shah,Massachusetts Institute of Technology
Julie Dorsey,Yale University
Junaed Sattar,University of Minnesota
Junchen Jiang,University of Chicago
Jundong Li,University of Virginia
Jundong Liu,Ohio University
Junfeng Yang,Columbia University
Junghoo Cho,University of California - Los Angeles
Jung-Hwan Oh,University of North Texas
Jun-Hong Cui,University of Connecticut
Jun Huan,University of Kansas
Junier B. Oliva,University of North Carolina
Jun (Jim) Xu,Georgia Institute of Technology
Jun Kong,North Dakota State University
Jun Li 0001,University of Oregon
Junsong Yuan,University at Buffalo
Jun Wang 0001,University of Central Florida
Jun Xu 0024,Stevens Institute of Technology
Jun Yang 0001,Duke University
Jun-Yan Zhu,Carnegie Mellon University
Jun Zheng,New Mexico Tech
Junzhou Huang,University of Texas at Arlington
Jure Leskovec,Stanford University
Jürgen Dingel,Queen’s University
Justin Domke,University of Massachusetts Amherst
Justine Cassell,Carnegie Mellon University
Justine Sherry,Carnegie Mellon University
Justin Hsu,University of Wisconsin - Madison
Justin Johnson,University of Michigan
Justin P. Rohrer,Naval Postgraduate School
Justin Solomon,Massachusetts Institute of Technology
Justin Thaler,Georgetown University
Juyang Weng,Michigan State University
Jyh-Charn Liu,Texas A&M University
Jyh-Ming Lien,George Mason University
Jyotirmoy V. Deshmukh,University of Southern California
J. Zico Kolter,Carnegie Mellon University
Kai-Hsiung Chang,Auburn University
Kai Hwang 0001,University of Southern California
Kai Li 0001,Princeton University
Kai Shen,University of Rochester
Kai-Wei Chang,University of California - Los Angeles
Kai Zeng 0002,George Mason University
Kai Zhang 0001,Temple University
Kai Zheng 0002,University of California - Irvine
Kaliappa Nadar Ravindran,CUNY
Kalpathi R. Subramanian,UNC - Charlotte
Kamalika Chaudhuri,University of California - San Diego
Kamesh Madduri,Pennsylvania State University
Kamesh Munagala,Duke University
Kamil Saraç,University of Texas at Dallas
Kamin Whitehouse,University of Virginia
Kanad Ghose,Binghamton University
Kang G. Shin,University of Michigan
Kangjie Lu,University of Minnesota
Kangkook Jee,University of Texas at Dallas
Kang Li 0001,University of Georgia
Kang Zhang,University of Texas at Dallas
Kannan Ramchandran,University of California - Berkeley
Kannan Srinivasan,Ohio State University
Kannappan Palaniappan,University of Missouri
Karem A. Sakallah,University of Michigan
Karen Livescu,TTI Chicago
Karen L. Karavanic,Portland State University
Karl Crary,Carnegie Mellon University
Karl J. Lieberherr,Northeastern University
Karl N. Levitt,University of California - Davis
Karl Stratos,Rutgers University
Karrie Karahalios,Univ. of Illinois at Urbana-Champaign
Karthekeyan Chandrasekaran,Univ. of Illinois at Urbana-Champaign
Karthik Dantu,University at Buffalo
Karthikeyan Sankaralingam,University of Wisconsin - Madison
Karthik Sridharan,Cornell University
Kartikeya Mayaram,Oregon State University
Kartik Gopalan,Binghamton University
Kassem Fawaz,University of Wisconsin - Madison
Kasturi R. Varadarajan,University of Iowa
Katerina Fragkiadaki,Carnegie Mellon University
Kate Saenko,Boston University
Katharina Reinecke,University of Washington
Katherine A. Yelick,University of California - Berkeley
Katherine E. Isaacs,University of Arizona
Katherine St. John,CUNY
Kathi Fisler,Worcester Polytechnic Institute
Kathleen Fisher,Tufts University
Kathleen F. McCoy,University of Delaware
Kathleen M. Carley,Carnegie Mellon University
Kathryn T. Stolee,North Carolina State University
Kathy McKeown,Columbia University
Katia Obraczka,University of California - Santa Cruz
Katie A. Siek,Indiana University
Katrin Erk,University of Texas at Austin
Katy Börner,Indiana University
Kavita Bala,Cornell University
Kay A. Robbins,University of Texas at San Antonio
Kay Connelly,Indiana University
Kayvon Fatahalian,Stanford University
Kazem Taghva,University of Nevada Las Vegas
Keenan Crane,Carnegie Mellon University
Keith D. Cooper,Rice University
Keith S. Decker,University of Delaware
Keith Vertanen,Michigan Technological University
Keith Winstein,Stanford University
Kelly Caine,Clemson University
Kemal Oflazer,Carnegie Mellon University
Kendra Cooper,University of Texas at Dallas
